Timestamp,P-PDG,P-TPT,T-TPT,class
87,27919490.0,19216570.0,126.6404,0
88,27919530.0,19216130.0,126.6399,0
89,27919490.0,19216170.0,126.6401,0
90,27919530.0,19216090.0,126.6397,0
91,27919500.0,19216960.0,126.6403,0
92,27919540.0,19216260.0,126.6403,0
93,27919500.0,19216920.0,126.6403,0
94,27919530.0,19216330.0,126.6402,0
95,27919490.0,19216940.0,126.6401,0
96,27919520.0,19216210.0,126.64,0
97,27919490.0,19216920.0,126.6397,0
98,27919520.0,19216220.0,126.6398,0
99,27919490.0,19216500.0,126.6402,0
100,27919530.0,19216970.0,126.6401,0
101,27919500.0,19216330.0,126.6402,0
102,27919540.0,19216470.0,126.6398,0
103,27919500.0,19216120.0,126.6401,0
104,27919540.0,19216160.0,126.6402,0
105,27919500.0,19216160.0,126.6398,0
106,27919540.0,19216900.0,126.6403,0
107,27919500.0,19216260.0,126.64,0
108,27919540.0,19216510.0,126.6402,0
109,27919500.0,19217020.0,126.6404,0
110,27919540.0,19216200.0,126.64,0
111,27919500.0,19216590.0,126.6403,0
112,27919540.0,19216140.0,126.6399,0
113,27919500.0,19216110.0,126.64,0
114,27919540.0,19216190.0,126.6403,0
115,27919500.0,19216980.0,126.6402,0
116,27919540.0,19216270.0,126.6403,0
117,27919500.0,19216450.0,126.6399,0
118,27919540.0,19216980.0,126.64,0
119,27919500.0,19216250.0,126.6399,0
120,27919540.0,19216460.0,126.6403,0
121,27919510.0,19216180.0,126.6402,0
122,27919540.0,19216480.0,126.6401,0
123,27919500.0,19216200.0,126.6401,0
124,27919540.0,19216480.0,126.6399,0
125,27919500.0,19216200.0,126.64,0
126,27919530.0,19216130.0,126.6396,0
127,27919500.0,19216100.0,126.6398,0
128,27919540.0,19216970.0,126.6403,0
129,27919510.0,19216220.0,126.6399,0
130,27919550.0,19216520.0,126.6402,0
131,27919510.0,19217050.0,126.6399,0
132,27919550.0,19216220.0,126.64,0
133,27919510.0,19216520.0,126.6402,0
134,27919550.0,19216130.0,126.6397,0
135,27919510.0,19216120.0,126.64,0
136,27919550.0,19216160.0,126.6398,0
137,27919510.0,19216930.0,126.6402,0
138,27919550.0,19216330.0,126.6402,0
139,27919510.0,19216530.0,126.64,0
140,27919550.0,19216980.0,126.6403,0
141,27919510.0,19216220.0,126.6401,0
142,27919550.0,19216610.0,126.6403,0
143,27919510.0,19216150.0,126.6398,0
144,27919550.0,19216470.0,126.6399,0
145,27919510.0,19216130.0,126.64,0
146,27919540.0,19216480.0,126.6402,0
147,27919500.0,19216210.0,126.6402,0
148,27919540.0,19216550.0,126.64,0
149,27919500.0,19216220.0,126.6399,0
150,27919540.0,19216140.0,126.6395,0
151,27919500.0,19216110.0,126.6397,0
152,27919540.0,19217040.0,126.6403,0
153,27919520.0,19216240.0,126.6398,0
154,27919560.0,19216520.0,126.6401,0
155,27919520.0,19217050.0,126.6398,0
156,27919560.0,19216230.0,126.6399,0
157,27919520.0,19216530.0,126.6402,0
158,27919560.0,19216140.0,126.6397,0
159,27919520.0,19216130.0,126.64,0
160,27919560.0,19216110.0,126.6397,0
161,27919520.0,19216920.0,126.6401,0
162,27919560.0,19216340.0,126.6401,0
163,27919520.0,19216470.0,126.6399,0
164,27919550.0,19216970.0,126.6402,0
165,27919520.0,19216230.0,126.6401,0
166,27919560.0,19216620.0,126.6402,0
167,27919520.0,19216160.0,126.6397,0
168,27919560.0,19216120.0,126.64,0
169,27919520.0,19216240.0,126.6401,0
170,27919550.0,19216950.0,126.6398,0
171,27919520.0,19216220.0,126.64,0
172,27919560.0,19216530.0,126.6398,0
173,27919520.0,19217010.0,126.6402,0
174,27919560.0,19216230.0,126.6394,0
175,27919520.0,19216480.0,126.6397,0
176,27919560.0,19216260.0,126.6401,0
177,27919520.0,19216150.0,126.6397,0
178,27919560.0,19216110.0,126.6398,0
179,27919520.0,19216170.0,126.6401,0
180,27919560.0,19216190.0,126.6399,0
181,27919520.0,19216220.0,126.6402,0
182,27919550.0,19216200.0,126.6398,0
183,27919510.0,19216240.0,126.64,0
184,27919550.0,19216140.0,126.6395,0
185,27919520.0,19216930.0,126.64,0
186,27919550.0,19216350.0,126.6401,0
187,27919530.0,19216490.0,126.6399,0
188,27919570.0,19217060.0,126.6402,0
189,27919530.0,19216240.0,126.6397,0
190,27919570.0,19216500.0,126.64,0
191,27919530.0,19216160.0,126.6394,0
192,27919570.0,19216140.0,126.6397,0
193,27919530.0,19216240.0,126.6401,0
194,27919570.0,19216950.0,126.6399,0
195,27919530.0,19216300.0,126.64,0
196,27919570.0,19216550.0,126.6396,0
197,27919530.0,19217010.0,126.6401,0
198,27919570.0,19216290.0,126.64,0
199,27919530.0,19216570.0,126.6398,0
200,27919570.0,19216220.0,126.6399,0
201,27919530.0,19216140.0,126.6396,0
202,27919570.0,19216120.0,126.6399,0
203,27919530.0,19217010.0,126.6396,0
204,27919570.0,19216240.0,126.6397,0
205,27919530.0,19216530.0,126.6401,0
206,27919570.0,19217080.0,126.6399,0
207,27919530.0,19216250.0,126.6397,0
208,27919570.0,19216530.0,126.6401,0
209,27919530.0,19216150.0,126.6397,0
210,27919570.0,19216210.0,126.64,0
211,27919540.0,19216140.0,126.6396,0
212,27919570.0,19217020.0,126.64,0
213,27919540.0,19216320.0,126.6395,0
214,27919580.0,19216980.0,126.64,0
215,27919540.0,19216310.0,126.64,0
216,27919560.0,19216970.0,126.64,0
217,27919530.0,19216330.0,126.6399,0
218,27919560.0,19216970.0,126.6398,0
219,27919530.0,19216260.0,126.6398,0
220,27919560.0,19216560.0,126.6394,0
221,27919530.0,19217020.0,126.6398,0
222,27919570.0,19216300.0,126.64,0
223,27919540.0,19216580.0,126.6398,0
224,27919580.0,19216250.0,126.6399,0
225,27919540.0,19216170.0,126.6395,0
226,27919580.0,19216130.0,126.6398,0
227,27919540.0,19217080.0,126.6403,0
228,27919580.0,19216260.0,126.6397,0
229,27919540.0,19216480.0,126.6399,0
230,27919580.0,19217070.0,126.6399,0
231,27919540.0,19216260.0,126.6398,0
232,27919580.0,19216560.0,126.64,0
233,27919540.0,19216160.0,126.6397,0
234,27919580.0,19216240.0,126.6399,0
235,27919540.0,19216140.0,126.6396,0
236,27919580.0,19216950.0,126.64,0
237,27919540.0,19216340.0,126.6401,0
238,27919580.0,19216510.0,126.6398,0
239,27919540.0,19217080.0,126.6402,0
240,27919580.0,19216250.0,126.6396,0
241,27919540.0,19216590.0,126.6399,0
242,27919580.0,19216180.0,126.6394,0
243,27919540.0,19216150.0,126.6397,0
244,27919580.0,19216270.0,126.64,0
245,27919540.0,19216180.0,126.6396,0
246,27919580.0,19216140.0,126.6398,0
247,27919540.0,19216170.0,126.6395,0
248,27919570.0,19216210.0,126.6398,0
249,27919540.0,19216190.0,126.6394,0
250,27919570.0,19216230.0,126.6397,0
251,27919540.0,19217100.0,126.6402,0
252,27919570.0,19216280.0,126.6397,0
253,27919550.0,19216570.0,126.6399,0
254,27919590.0,19217040.0,126.6396,0
255,27919550.0,19216260.0,126.6397,0
256,27919590.0,19216560.0,126.64,0
257,27919550.0,19216180.0,126.6395,0
258,27919590.0,19216170.0,126.6398,0
259,27919550.0,19216150.0,126.6395,0
260,27919590.0,19216950.0,126.64,0
261,27919550.0,19216330.0,126.6399,0
262,27919590.0,19216510.0,126.6397,0
263,27919550.0,19217090.0,126.6401,0
264,27919590.0,19216260.0,126.6396,0
265,27919550.0,19216520.0,126.6399,0
266,27919590.0,19216220.0,126.64,0
267,27919550.0,19216160.0,126.6397,0
268,27919590.0,19216270.0,126.64,0
269,27919550.0,19216990.0,126.6397,0
270,27919590.0,19216330.0,126.6398,0
271,27919550.0,19216580.0,126.6394,0
272,27919590.0,19217040.0,126.6399,0
273,27919560.0,19216310.0,126.6399,0
274,27919590.0,19216600.0,126.6396,0
275,27919550.0,19216250.0,126.6398,0
276,27919590.0,19216530.0,126.6396,0
277,27919550.0,19216190.0,126.6398,0
278,27919580.0,19216550.0,126.6394,0
279,27919540.0,19216200.0,126.6395,0
280,27919580.0,19216230.0,126.6399,0
281,27919550.0,19216230.0,126.6395,0
282,27919590.0,19216990.0,126.6399,0
283,27919560.0,19216310.0,126.6399,0
284,27919600.0,19216510.0,126.6397,0
285,27919560.0,19217100.0,126.6401,0
286,27919600.0,19216280.0,126.6395,0
287,27919560.0,19216590.0,126.6398,0
288,27919600.0,19216260.0,126.6395,0
289,27919560.0,19216180.0,126.6397,0
290,27919600.0,19216220.0,126.6398,0
291,27919560.0,19216980.0,126.6398,0
292,27919600.0,19216350.0,126.6398,0
293,27919560.0,19216520.0,126.6395,0
294,27919600.0,19217100.0,126.6399,0
295,27919560.0,19216380.0,126.6399,0
296,27919600.0,19216540.0,126.6397,0
297,27919560.0,19216250.0,126.6398,0
298,27919600.0,19216600.0,126.6395,0
299,27919560.0,19216280.0,126.6397,0
300,27919590.0,19216550.0,126.6393,0
301,27919550.0,19216200.0,126.6397,0
302,27919590.0,19216610.0,126.64,0
303,27919550.0,19216210.0,126.6394,0
304,27919590.0,19216180.0,126.6397,0
305,27919550.0,19216230.0,126.6395,0
306,27919590.0,19216990.0,126.6399,0
307,27919560.0,19216340.0,126.6399,0
308,27919600.0,19216590.0,126.6397,0
309,27919570.0,19217050.0,126.64,0
310,27919600.0,19216270.0,126.6394,0
311,27919560.0,19216530.0,126.6397,0
312,27919600.0,19216290.0,126.6399,0
313,27919560.0,19216190.0,126.6396,0
314,27919600.0,19216220.0,126.6398,0
315,27919560.0,19216980.0,126.6396,0
316,27919600.0,19216360.0,126.6397,0
317,27919570.0,19216530.0,126.6393,0
318,27919600.0,19217030.0,126.6399,0
319,27919570.0,19216340.0,126.6398,0
320,27919600.0,19216540.0,126.6395,0
321,27919560.0,19216250.0,126.6398,0
322,27919600.0,19216260.0,126.6393,0
323,27919570.0,19216180.0,126.6395,0
324,27919600.0,19217020.0,126.6402,0
325,27919560.0,19216340.0,126.6399,0
326,27919600.0,19216650.0,126.64,0
327,27919560.0,19217080.0,126.6396,0
328,27919600.0,19216340.0,126.6396,0
329,27919570.0,19216560.0,126.6392,0
330,27919610.0,19216200.0,126.6396,0
331,27919570.0,19216240.0,126.6397,0
332,27919610.0,19216240.0,126.6395,0
333,27919570.0,19216280.0,126.6397,0
334,27919610.0,19216190.0,126.6394,0
335,27919560.0,19216210.0,126.6396,0
336,27919590.0,19216250.0,126.6392,0
337,27919560.0,19216220.0,126.6394,0
338,27919600.0,19216250.0,126.6398,0
339,27919560.0,19217000.0,126.6396,0
340,27919600.0,19216300.0,126.6396,0
341,27919570.0,19216570.0,126.6399,0
342,27919610.0,19217120.0,126.6399,0
343,27919580.0,19216360.0,126.6398,0
344,27919610.0,19216550.0,126.6394,0
345,27919580.0,19216200.0,126.6396,0
346,27919610.0,19216260.0,126.6394,0
347,27919580.0,19216190.0,126.6396,0
348,27919610.0,19217060.0,126.64,0
349,27919570.0,19216360.0,126.6396,0
350,27919610.0,19216670.0,126.6398,0
351,27919580.0,19217070.0,126.6397,0
352,27919610.0,19216280.0,126.6395,0
353,27919570.0,19216560.0,126.6392,0
354,27919610.0,19216210.0,126.6393,0
355,27919580.0,19216250.0,126.6397,0
356,27919620.0,19216250.0,126.6394,0
357,27919580.0,19217080.0,126.6398,0
358,27919610.0,19216300.0,126.6392,0
359,27919580.0,19216590.0,126.6396,0
360,27919610.0,19217140.0,126.64,0
361,27919580.0,19216300.0,126.6393,0
362,27919610.0,19216610.0,126.6396,0
363,27919580.0,19216280.0,126.6393,0
364,27919620.0,19216560.0,126.6396,0
365,27919580.0,19216220.0,126.6391,0
366,27919610.0,19216630.0,126.6394,0
367,27919570.0,19216300.0,126.6397,0
368,27919610.0,19216570.0,126.6394,0
369,27919570.0,19216300.0,126.6396,0
370,27919610.0,19216230.0,126.6392,0
371,27919570.0,19216190.0,126.6395,0
372,27919610.0,19217070.0,126.64,0
373,27919580.0,19216370.0,126.6394,0
374,27919620.0,19216630.0,126.6397,0
375,27919580.0,19217070.0,126.6394,0
376,27919620.0,19216290.0,126.6395,0
377,27919580.0,19216620.0,126.6398,0
378,27919620.0,19216220.0,126.6394,0
379,27919580.0,19216270.0,126.6396,0
380,27919620.0,19216260.0,126.6394,0
381,27919580.0,19217010.0,126.6398,0
382,27919620.0,19216330.0,126.6398,0
383,27919580.0,19216610.0,126.6396,0
384,27919620.0,19217130.0,126.64,0
385,27919580.0,19216300.0,126.6393,0
386,27919620.0,19216690.0,126.6396,0
387,27919580.0,19216300.0,126.6391,0
388,27919620.0,19216210.0,126.6394,0
389,27919580.0,19216250.0,126.6397,0
390,27919620.0,19217080.0,126.6395,0
391,27919590.0,19216300.0,126.6396,0
392,27919620.0,19216540.0,126.6393,0
393,27919590.0,19217130.0,126.6397,0
394,27919620.0,19216320.0,126.639,0
395,27919590.0,19217040.0,126.6394,0
396,27919630.0,19216360.0,126.6397,0
397,27919590.0,19217060.0,126.6396,0
398,27919610.0,19216320.0,126.6394,0
399,27919580.0,19216610.0,126.6398,0
400,27919620.0,19216230.0,126.6394,0
401,27919590.0,19216290.0,126.6397,0
402,27919630.0,19216210.0,126.6393,0
403,27919590.0,19217080.0,126.6396,0
404,27919630.0,19216320.0,126.6391,0
405,27919590.0,19216550.0,126.6395,0
406,27919630.0,19217130.0,126.64,0
407,27919590.0,19216370.0,126.6395,0
408,27919630.0,19216650.0,126.6397,0
409,27919590.0,19216230.0,126.6393,0
410,27919630.0,19216210.0,126.6394,0
411,27919590.0,19216260.0,126.639,0
412,27919630.0,19217030.0,126.6394,0
413,27919590.0,19216430.0,126.6398,0
414,27919630.0,19216630.0,126.6394,0
415,27919590.0,19217090.0,126.6397,0
416,27919630.0,19216300.0,126.6392,0
417,27919590.0,19217110.0,126.6395,0
418,27919630.0,19216320.0,126.6395,0
419,27919590.0,19217040.0,126.6398,0
420,27919620.0,19216380.0,126.6396,0
421,27919580.0,19217120.0,126.6396,0
422,27919620.0,19216340.0,126.6394,0
423,27919580.0,19216660.0,126.6391,0
424,27919620.0,19216320.0,126.6392,0
425,27919590.0,19216300.0,126.6396,0
426,27919630.0,19216220.0,126.6392,0
427,27919600.0,19217090.0,126.6396,0
428,27919630.0,19216330.0,126.6391,0
429,27919600.0,19216560.0,126.6394,0
430,27919630.0,19217140.0,126.6399,0
431,27919600.0,19216380.0,126.6393,0
432,27919630.0,19216570.0,126.6396,0
433,27919600.0,19216230.0,126.6392,0
434,27919630.0,19216220.0,126.6395,0
435,27919600.0,19216330.0,126.6396,0
436,27919630.0,19217030.0,126.6396,0
437,27919600.0,19216450.0,126.6396,0
438,27919630.0,19216640.0,126.6394,0
439,27919600.0,19217090.0,126.6397,0
440,27919630.0,19216350.0,126.6396,0
441,27919600.0,19216630.0,126.6395,0
442,27919640.0,19216300.0,126.6396,0
443,27919600.0,19216220.0,126.6392,0
444,27919640.0,19216350.0,126.6394,0
445,27919600.0,19217110.0,126.6392,0
446,27919640.0,19216320.0,126.6395,0
447,27919600.0,19216620.0,126.6397,0
448,27919640.0,19217110.0,126.6394,0
449,27919600.0,19216310.0,126.6394,0
450,27919640.0,19216570.0,126.6392,0
451,27919600.0,19216230.0,126.6394,0
452,27919640.0,19216600.0,126.639,0
453,27919600.0,19216250.0,126.6392,0
454,27919630.0,19216720.0,126.6397,0
455,27919590.0,19216330.0,126.6393,0
456,27919630.0,19216600.0,126.6394,0
457,27919590.0,19216290.0,126.6396,0
458,27919630.0,19216240.0,126.6393,0
459,27919590.0,19216340.0,126.6397,0
460,27919630.0,19217060.0,126.6394,0
461,27919600.0,19216390.0,126.6395,0
462,27919640.0,19216630.0,126.6393,0
463,27919610.0,19217090.0,126.6397,0
464,27919640.0,19216380.0,126.6395,0
465,27919600.0,19216590.0,126.6394,0
466,27919640.0,19216320.0,126.6394,0
467,27919600.0,19216240.0,126.6391,0
468,27919640.0,19216270.0,126.6393,0
469,27919610.0,19217050.0,126.639,0
470,27919640.0,19216330.0,126.6391,0
471,27919610.0,19216690.0,126.6395,0
472,27919640.0,19217120.0,126.6393,0
473,27919610.0,19216400.0,126.6393,0
474,27919640.0,19216590.0,126.6389,0
475,27919610.0,19216240.0,126.6393,0
476,27919640.0,19216300.0,126.6396,0
477,27919600.0,19216250.0,126.6396,0
478,27919640.0,19217120.0,126.6396,0
479,27919610.0,19216400.0,126.6394,0
480,27919640.0,19217050.0,126.6396,0
481,27919600.0,19216410.0,126.639,0
482,27919630.0,19216650.0,126.6392,0
483,27919600.0,19217170.0,126.6397,0
484,27919640.0,19216340.0,126.6392,0
485,27919610.0,19216650.0,126.6395,0
486,27919650.0,19216310.0,126.6396,0
487,27919610.0,19216230.0,126.6393,0
488,27919650.0,19216350.0,126.6395,0
489,27919610.0,19217120.0,126.6393,0
490,27919650.0,19216330.0,126.6394,0
491,27919610.0,19216570.0,126.6391,0
492,27919650.0,19217120.0,126.6395,0
493,27919610.0,19216340.0,126.6388,0
494,27919650.0,19217080.0,126.639,0
495,27919610.0,19216320.0,126.6394,0
496,27919650.0,19217130.0,126.6396,0
497,27919600.0,19216360.0,126.6393,0
498,27919630.0,19217180.0,126.6398,0
499,27919600.0,19216420.0,126.6393,0
500,27919630.0,19216670.0,126.6396,0
501,27919600.0,19216270.0,126.6391,0
502,27919640.0,19216310.0,126.6393,0
503,27919610.0,19216290.0,126.6391,0
504,27919650.0,19217040.0,126.6395,0
505,27919610.0,19216460.0,126.6395,0
506,27919650.0,19216650.0,126.6393,0
507,27919620.0,19217170.0,126.6397,0
508,27919650.0,19216340.0,126.6392,0
509,27919610.0,19216650.0,126.6395,0
510,27919650.0,19216310.0,126.6396,0
511,27919610.0,19216240.0,126.6393,0
512,27919650.0,19216350.0,126.6395,0
513,27919610.0,19217120.0,126.6393,0
514,27919650.0,19216420.0,126.6394,0
515,27919620.0,19216590.0,126.639,0
516,27919650.0,19217110.0,126.6395,0
517,27919620.0,19216400.0,126.6394,0
518,27919650.0,19216600.0,126.6391,0
519,27919620.0,19216380.0,126.6395,0
520,27919650.0,19216280.0,126.6388,0
521,27919620.0,19216230.0,126.6391,0
522,27919660.0,19217050.0,126.639,0
523,27919620.0,19216350.0,126.639,0
524,27919660.0,19216640.0,126.6394,0
525,27919620.0,19216310.0,126.6391,0
526,27919660.0,19216660.0,126.6393,0
527,27919620.0,19216350.0,126.6395,0
528,27919640.0,19216600.0,126.6392,0
529,27919610.0,19217240.0,126.6396,0
530,27919650.0,19216370.0,126.639,0
531,27919620.0,19216600.0,126.6393,0
532,27919660.0,19216260.0,126.639,0
533,27919620.0,19216260.0,126.6393,0
534,27919660.0,19216310.0,126.6394,0
535,27919620.0,19217060.0,126.6394,0
536,27919660.0,19216480.0,126.6394,0
537,27919620.0,19216670.0,126.6391,0
538,27919660.0,19217120.0,126.6395,0
539,27919620.0,19216380.0,126.6394,0
540,27919660.0,19216610.0,126.6393,0
541,27919620.0,19216320.0,126.6394,0
542,27919660.0,19216260.0,126.639,0
543,27919620.0,19216380.0,126.6393,0
544,27919660.0,19217080.0,126.6389,0
545,27919620.0,19216350.0,126.6392,0
546,27919660.0,19216710.0,126.6395,0
547,27919620.0,19217150.0,126.6391,0
548,27919660.0,19216340.0,126.6392,0
549,27919630.0,19217080.0,126.6393,0
550,27919660.0,19216410.0,126.6393,0
551,27919620.0,19217160.0,126.6397,0
552,27919650.0,19216360.0,126.6392,0
553,27919620.0,19217150.0,126.6395,0
554,27919650.0,19216390.0,126.6394,0
555,27919610.0,19216700.0,126.6394,0
556,27919650.0,19216290.0,126.639,0
557,27919620.0,19216280.0,126.6393,0
558,27919660.0,19216310.0,126.6394,0
559,27919620.0,19217060.0,126.6391,0
560,27919660.0,19216360.0,126.6392,0
561,27919630.0,19216650.0,126.639,0
562,27919660.0,19217120.0,126.6394,0
563,27919630.0,19216420.0,126.6388,0
564,27919660.0,19216620.0,126.6391,0
565,27919630.0,19216330.0,126.6393,0
566,27919660.0,19216260.0,126.6389,0
567,27919630.0,19216300.0,126.6391,0
568,27919670.0,19217100.0,126.6395,0
569,27919630.0,19216350.0,126.6392,0
570,27919670.0,19216710.0,126.6395,0
571,27919630.0,19217150.0,126.6392,0
572,27919670.0,19216420.0,126.6392,0
573,27919630.0,19216690.0,126.6388,0
574,27919670.0,19216340.0,126.6392,0
575,27919630.0,19216330.0,126.6393,0
576,27919670.0,19216250.0,126.6391,0
577,27919630.0,19217130.0,126.6395,0
578,27919670.0,19216360.0,126.6391,0
579,27919630.0,19217070.0,126.6394,0
580,27919670.0,19216420.0,126.6392,0
581,27919620.0,19217230.0,126.6394,0
582,27919650.0,19216460.0,126.6395,0
583,27919620.0,19216610.0,126.6392,0
584,27919650.0,19217180.0,126.6396,0
585,27919620.0,19216370.0,126.6391,0
586,27919660.0,19216610.0,126.6393,0
587,27919630.0,19216400.0,126.6393,0
588,27919670.0,19216280.0,126.6391,0
589,27919630.0,19216310.0,126.6392,0
590,27919670.0,19217070.0,126.6391,0
591,27919630.0,19216370.0,126.6391,0
592,27919670.0,19216650.0,126.6394,0
593,27919630.0,19217130.0,126.6394,0
594,27919670.0,19216480.0,126.6394,0
595,27919630.0,19216630.0,126.639,0
596,27919670.0,19216360.0,126.6392,0
597,27919630.0,19216280.0,126.6387,0
598,27919670.0,19216310.0,126.6391,0
599,27919640.0,19217140.0,126.6396,0
600,27919670.0,19216440.0,126.6392,0
601,27919630.0,19216750.0,126.6393,0
602,27919670.0,19216330.0,126.6389,0
603,27919640.0,19216610.0,126.6391,0
604,27919670.0,19216340.0,126.6387,0
605,27919630.0,19216630.0,126.6389,0
606,27919660.0,19217200.0,126.6394,0
607,27919630.0,19216380.0,126.6389,0
608,27919660.0,19216640.0,126.6391,0
609,27919640.0,19216330.0,126.6393,0
610,27919680.0,19216270.0,126.639,0
611,27919640.0,19216380.0,126.6394,0
612,27919680.0,19217100.0,126.6391,0
613,27919640.0,19216370.0,126.6392,0
614,27919680.0,19216670.0,126.639,0
615,27919640.0,19217150.0,126.6394,0
616,27919680.0,19216370.0,126.6386,0
617,27919640.0,19216700.0,126.6387,0
618,27919680.0,19216410.0,126.6393,0
619,27919640.0,19216290.0,126.639,0
620,27919680.0,19216250.0,126.639,0
621,27919640.0,19217150.0,126.6388,0
622,27919680.0,19216380.0,126.6391,0
623,27919640.0,19216620.0,126.6385,0
624,27919680.0,19216320.0,126.6387,0
625,27919640.0,19216670.0,126.6393,0
626,27919670.0,19216340.0,126.639,0
627,27919630.0,19216630.0,126.6392,0
628,27919660.0,19216400.0,126.6393,0
629,27919630.0,19216640.0,126.639,0
630,27919670.0,19217140.0,126.6394,0
631,27919640.0,19216390.0,126.6392,0
632,27919670.0,19216720.0,126.6393,0
633,27919640.0,19216310.0,126.6388,0
634,27919680.0,19216280.0,126.6388,0
635,27919640.0,19216320.0,126.6391,0
636,27919680.0,19217130.0,126.6394,0
637,27919640.0,19216440.0,126.6394,0
638,27919680.0,19216690.0,126.6391,0
639,27919640.0,19217150.0,126.6394,0
640,27919680.0,19216410.0,126.6393,0
641,27919640.0,19216690.0,126.6392,0
642,27919680.0,19216420.0,126.6393,0
643,27919640.0,19216290.0,126.6389,0
644,27919680.0,19216330.0,126.6391,0
645,27919640.0,19217160.0,126.6388,0
646,27919680.0,19216380.0,126.6391,0
647,27919650.0,19216670.0,126.6393,0
648,27919680.0,19217210.0,126.639,0
649,27919640.0,19216380.0,126.639,0
650,27919680.0,19216630.0,126.6389,0
651,27919650.0,19216290.0,126.639,0
652,27919680.0,19216290.0,126.6386,0
653,27919640.0,19216270.0,126.6388,0
654,27919680.0,19217150.0,126.6394,0
655,27919650.0,19216450.0,126.6389,0
656,27919680.0,19217110.0,126.6392,0
657,27919640.0,19216420.0,126.6393,0
658,27919670.0,19217100.0,126.6392,0
659,27919640.0,19216450.0,126.6392,0
660,27919670.0,19216640.0,126.6388,0
661,27919640.0,19217140.0,126.6393,0
662,27919680.0,19216440.0,126.6389,0
663,27919650.0,19216640.0,126.6392,0
664,27919690.0,19216360.0,126.6391,0
665,27919650.0,19216280.0,126.6389,0
666,27919690.0,19216410.0,126.6391,0
